Hypocenter Depth (km),Magnitude,Rrup_OpenQuake,Soil_Class,Tmax,origen,Seismic Latitude,Seismic Longitude,Station Latitude,Station Longitude,T_0.01_RotD50
7.63,4.85,2.303584593327129,3,2.0,NGAW2,37.546,-118.8823,37.561,-118.787,-2.911243709515866
7.63,4.85,2.1186622548331173,3,0.6153846153846154,NGAW2,37.546,-118.8823,37.595,-118.85,-3.481482918816384
7.63,4.85,2.217027204632399,2,0.8,NGAW2,37.546,-118.8823,37.554,-118.798,-1.8351290811715084
7.9,4.89,2.403334996094189,4,2.0,NGAW2,36.222,-120.407,36.151,-120.353,-1.8854206893140368
7.9,4.89,2.4706386779902956,2,2.0,NGAW2,36.222,-120.407,36.121,-120.397,-3.886260721238042
8.0,4.81,2.482403519569882,3,5.88235294117647,NGAW2,36.569,-121.301,36.573,-121.184,-1.884056353570682
8.0,4.81,2.4832385926873033,3,5.88235294117647,NGAW2,36.569,-121.301,36.59,-121.19,-0.6799555736684962
8.0,4.81,2.482403519569882,3,5.88235294117647,NGAW2,36.569,-121.301,36.636,-121.234,-1.5872670132774875
9.1,4.53,3.7884985191426486,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.074,-117.35,-6.24737770478287
9.1,4.53,3.7338528197566676,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.058,-117.305,-4.302357412121847
9.1,4.53,3.7630588522881876,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.235,-117.407,-4.945474997551083
9.1,4.53,3.1424266527047946,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.088,-116.919,-3.6938136070501706
9.1,4.53,4.125843229281472,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.744,-117.334,-4.433538900402327
9.1,4.53,4.128584945376802,3,2.564102564102564,NGAW2,34.2895,-116.9458,33.729,-116.979,-4.183670324427177
9.1,4.53,3.6082115510464816,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.405,-117.313,-4.539850719867449
9.1,4.53,3.4075107437187473,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.136,-117.213,-3.879271247845756
9.1,4.53,4.129067998280486,3,2.564102564102564,NGAW2,34.2895,-116.9458,33.748,-117.127,-4.869527996248188
9.1,4.53,4.505791742007813,4,5.128205128205128,NGAW2,34.2895,-116.9458,33.7462,-116.2163,-4.645111006356348
9.1,4.53,4.52526080275979,4,2.564102564102564,NGAW2,34.2895,-116.9458,33.706,-116.235,-4.615387606506529
9.1,4.53,3.821222641101649,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.282,-116.453,-3.676357778537629
9.1,4.53,3.6773128177424708,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.05,-117.264,-4.16434179505395
9.1,4.53,3.9090184964078474,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.233,-117.482,-4.311581591432242
9.1,4.53,3.3843902633457743,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.067,-117.117,-4.130858350404825
9.1,4.53,3.2375012889913655,3,3.846153846153846,NGAW2,34.2895,-116.9458,34.079,-117.045,-3.3009539359038076
9.1,4.53,3.824065726669004,3,2.564102564102564,NGAW2,34.2895,-116.9458,33.921,-117.173,-3.9532700902864977
9.1,4.53,3.91879998970717,3,2.564102564102564,NGAW2,34.2895,-116.9458,33.902,-117.234,-4.5751309166650715
9.1,4.53,3.7771192429633444,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.0486,-116.5782,-3.4070064215105735
9.1,4.53,4.00587758089977,3,7.692307692307692,NGAW2,34.2895,-116.9458,33.9247,-116.5479,-4.515766506171471
9.1,4.53,4.2021520815229785,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.439,-117.647,-4.578266361393333
9.1,4.53,3.7042605561522386,3,5.128205128205128,NGAW2,34.2895,-116.9458,34.0047,-117.2239,-4.964439205920198
9.1,4.53,3.9150185144079446,3,2.564102564102564,NGAW2,34.2895,-116.9458,33.979,-117.344,-4.232833824797868
9.1,4.53,3.451256581534892,2,7.692307692307692,NGAW2,34.2895,-116.9458,34.1663,-117.251,-5.116224502568957
9.1,4.53,3.700066643504501,4,2.564102564102564,NGAW2,34.2895,-116.9458,34.065,-117.292,-4.332737547368252
9.1,4.53,3.652215469742345,4,7.692307692307692,NGAW2,34.2895,-116.9458,34.091,-117.289,-4.378492088548071
9.1,4.53,3.662792119350618,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.069,-117.275,-4.3190931509199535
9.1,4.53,3.5901634811747787,3,5.128205128205128,NGAW2,34.2895,-116.9458,34.14,-117.294,-4.452909290679301
9.1,4.53,3.544431549748063,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.165,-117.288,-4.593272248003067
9.1,4.53,3.749739342370699,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.103,-117.349,-5.090759767612528
9.1,4.53,3.6008675767907232,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.1229,-117.2879,-4.331200449364792
9.1,4.53,3.65687265797885,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.135,-117.322,-4.241015386050333
9.1,4.53,3.7047528032702264,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.047,-117.277,-3.655509670468482
9.1,4.53,3.636796374243711,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.096,-117.287,-4.3603559493634885
9.1,4.53,3.40452517175483,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.1449,-117.2188,-3.9347718084410297
9.1,4.53,3.2100368762009963,2,7.692307692307692,NGAW2,34.2895,-116.9458,34.1105,-117.099,-2.9807628761460894
9.1,4.53,3.2100368762009963,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.1105,-117.099,-5.0388573152279355
9.1,4.53,4.209902902856373,3,2.564102564102564,NGAW2,34.2895,-116.9458,33.715,-117.191,-4.843012867124028
9.1,4.53,4.445353484534206,3,3.0769230769230766,NGAW2,34.2895,-116.9458,34.4435,-117.853,-4.972066620397581
9.1,4.53,3.7618975468505083,3,7.692307692307692,NGAW2,34.2895,-116.9458,33.99,-116.656,-4.071161185516444
9.1,4.53,4.150882413182359,3,7.692307692307692,NGAW2,34.2895,-116.9458,34.36,-117.629,-4.404270607630719
9.1,4.53,4.232801305369117,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.904,-116.823,-3.958082650859189
9.1,4.53,3.509453700432007,3,2.564102564102564,NGAW2,34.2895,-116.9458,34.004,-117.058,-4.588570722563828
15.2,4.92,4.355554314342767,3,2.564102564102564,NGAW2,33.5083,-116.5143,32.838,-116.775,-4.362245184072514
15.2,4.92,2.822568654544802,2,7.692307692307692,NGAW2,33.5083,-116.5143,33.607,-116.453,-2.0483103840042314
15.2,4.92,3.323956301318708,3,3.846153846153846,NGAW2,33.5083,-116.5143,33.6022,-116.756,-2.128754482473158
15.2,4.92,2.997730276216664,3,7.692307692307692,NGAW2,33.5083,-116.5143,33.5558,-116.674,-3.407456730577483
15.2,4.92,4.17392562489244,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.93,-116.972,-4.651624156184985
15.2,4.92,4.485936098064394,3,2.564102564102564,NGAW2,33.5083,-116.5143,34.241,-116.872,-4.660889682624943
15.2,4.92,3.68987895444702,3,3.846153846153846,NGAW2,33.5083,-116.5143,33.1937,-116.3289,-3.741003409194048
15.2,4.92,3.981362483506759,3,3.0769230769230766,NGAW2,33.5083,-116.5143,33.9176,-116.7833,-4.429611445573526
15.2,4.92,4.301358731606427,2,2.564102564102564,NGAW2,33.5083,-116.5143,33.699,-117.267,-3.141443135716227
15.2,4.92,3.6144252681889886,4,2.564102564102564,NGAW2,33.5083,-116.5143,33.678,-116.178,-2.6526622786575857
15.2,4.92,4.685735833827659,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.876,-117.593,-4.6147604256818635
15.2,4.92,4.626344421219498,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.884,-117.514,-4.907651630915632
15.2,4.92,3.8832119235740263,3,6.153846153846153,NGAW2,33.5083,-116.5143,33.925,-116.389,-3.9079786946890733
15.2,4.92,3.883623530906448,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.744,-116.931,-3.6372567339930013
15.2,4.92,4.012772908528289,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.751,-117.015,-2.995489103122317
15.2,4.92,3.937495801401177,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.729,-116.979,-3.1437975735875514
15.2,4.92,4.567156743789875,3,3.846153846153846,NGAW2,33.5083,-116.5143,34.136,-117.213,-5.13963758716519
15.2,4.92,4.436988192747856,2,3.846153846153846,NGAW2,33.5083,-116.5143,33.708,-115.628,-5.016596879083657
15.2,4.92,4.159039321153912,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.748,-117.127,-3.069066483600375
15.2,4.92,3.319263998899469,3,6.153846153846153,NGAW2,33.5083,-116.5143,33.6758,-116.68,-3.133321029011336
15.2,4.92,3.55820113047182,2,2.564102564102564,NGAW2,33.5083,-116.5143,33.747,-116.715,-2.8768453141124137
15.2,4.92,3.469478889078561,2,7.692307692307692,NGAW2,33.5083,-116.5143,33.7077,-116.717,-3.234544946880274
15.2,4.92,3.012589390620414,3,3.846153846153846,NGAW2,33.5083,-116.5143,33.6159,-116.621,-1.6330520442939385
15.2,4.92,3.414442608412176,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.723,-116.338,-2.93862007189292
15.2,4.92,3.6615082573178044,4,6.153846153846153,NGAW2,33.5083,-116.5143,33.7462,-116.2163,-2.616874967507978
15.2,4.92,4.27430221608671,3,2.564102564102564,NGAW2,33.5083,-116.5143,34.13,-116.314,-4.873981176008024
15.2,4.92,3.34533224882076,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.671,-116.3,-1.499807575451327
15.2,4.92,4.364244464878084,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.669,-117.332,-3.9541098620493047
15.2,4.92,3.730501128804756,4,5.128205128205128,NGAW2,33.5083,-116.5143,33.572,-116.076,-3.5338989472598117
15.2,4.92,4.202301703727193,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.649,-117.205,-3.981168388544405
15.2,4.92,4.400971050674819,3,6.153846153846153,NGAW2,33.5083,-116.5143,34.079,-117.045,-4.356428286044799
15.2,4.92,4.688407784558147,3,2.564102564102564,NGAW2,33.5083,-116.5143,34.014,-117.511,-4.719215415951911
15.2,4.92,4.35182512594076,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.921,-117.173,-3.591412329461279
15.2,4.92,4.392842927107731,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.902,-117.234,-4.346710457386328
15.2,4.92,4.4591034098533076,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.968,-117.252,-4.632483316638646
15.2,4.92,4.115942961774596,3,6.153846153846153,NGAW2,33.5083,-116.5143,34.0486,-116.5782,-4.070380605280692
15.2,4.92,2.8118094353930627,3,7.692307692307692,NGAW2,33.5083,-116.5143,33.5778,-116.5899,-2.1254293561017783
15.2,4.92,4.579647228757006,4,2.564102564102564,NGAW2,33.5083,-116.5143,33.239,-115.512,-4.811458832627706
15.2,4.92,3.864302269216734,3,6.153846153846153,NGAW2,33.5083,-116.5143,33.9247,-116.5479,-4.112696534227644
15.2,4.92,4.411949448325136,2,2.564102564102564,NGAW2,33.5083,-116.5143,33.818,-117.312,-3.4642579555020863
15.2,4.92,3.943909194290468,3,6.153846153846153,NGAW2,33.5083,-116.5143,33.1557,-116.1679,-3.7911177379032925
15.2,4.92,3.4697901731277674,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.758,-116.374,-2.7636581586973477
15.2,4.92,4.307707101681205,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.787,-117.23,-4.177112229227292
15.2,4.92,4.359781025726562,3,2.564102564102564,NGAW2,33.5083,-116.5143,32.954,-117.04,-2.9623062015675297
15.2,4.92,3.6457109587125576,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.482,-116.911,-2.5318684544258567
15.2,4.92,3.52459425980608,4,2.564102564102564,NGAW2,33.5083,-116.5143,33.787,-116.41,-2.873974923734818
15.2,4.92,4.465563231601674,3,3.0769230769230766,NGAW2,33.5083,-116.5143,34.0047,-117.2239,-5.1045352337568195
15.2,4.92,4.622027303054514,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.919,-117.488,-4.192053757363935
15.2,4.92,4.584661309356551,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.917,-117.443,-4.2098355516245185
15.2,4.92,4.649282760606412,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.975,-117.486,-4.65917737017174
15.2,4.92,4.466482666214198,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.895,-117.32,-4.551897701490073
15.2,4.92,4.605470140997089,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.951,-117.446,-4.201677020882156
15.2,4.92,3.716008121502189,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.58,-116.931,-2.9316654886664706
15.2,4.92,4.615714399863762,2,3.846153846153846,NGAW2,33.5083,-116.5143,34.1663,-117.251,-4.788799317285104
15.2,4.92,4.581696829802449,4,3.846153846153846,NGAW2,33.5083,-116.5143,34.091,-117.289,-4.934166596363474
15.2,4.92,4.555034116494294,3,5.128205128205128,NGAW2,33.5083,-116.5143,34.069,-117.275,-5.330299795401277
15.2,4.92,4.622420539394619,3,3.846153846153846,NGAW2,33.5083,-116.5143,34.14,-117.294,-4.625719586049657
15.2,4.92,4.637734176861354,3,6.153846153846153,NGAW2,33.5083,-116.5143,34.165,-117.288,-5.108516350774354
15.2,4.92,4.605370165990758,3,3.846153846153846,NGAW2,33.5083,-116.5143,34.1229,-117.2879,-5.206737225606364
15.2,4.92,4.539564428890097,3,3.846153846153846,NGAW2,33.5083,-116.5143,34.047,-117.277,-4.981340070277772
15.2,4.92,4.5782100044053085,3,3.846153846153846,NGAW2,33.5083,-116.5143,34.1449,-117.2188,-5.175420495531806
15.2,4.92,4.033886593184986,3,6.153846153846153,NGAW2,33.5083,-116.5143,33.8218,-116.9684,-4.906849362445435
15.2,4.92,3.977997994351679,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.787,-116.959,-3.213522927222271
15.2,4.92,4.469235908747258,2,3.846153846153846,NGAW2,33.5083,-116.5143,34.1105,-117.099,-4.671626277823073
15.2,4.92,4.217594110715667,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.715,-117.191,-3.0629440179043317
15.2,4.92,4.087487774758888,3,2.564102564102564,NGAW2,33.5083,-116.5143,33.496,-117.149,-4.242937614312138
15.2,4.92,4.399989335048054,3,2.564102564102564,NGAW2,33.5083,-116.5143,34.149,-116.084,-4.3581429345308385
15.2,4.92,4.032469158504013,3,6.153846153846153,NGAW2,33.5083,-116.5143,33.99,-116.656,-4.190160109703161
10.12,4.9,4.6290820060344045,4,3.0769230769230766,NGAW2,36.9667,-121.5987,37.738,-122.253,-5.188500017343913
10.12,4.9,4.647463098178343,4,3.0769230769230766,NGAW2,36.9667,-121.5987,37.763,-122.244,-5.2554511907906365
10.12,4.9,4.411099882159589,2,2.564102564102564,NGAW2,36.9667,-121.5987,36.239,-121.774,-4.401760064364271
10.12,4.9,4.021594641857437,3,3.0769230769230766,NGAW2,36.9667,-121.5987,37.299,-122.085,-4.662906084187099
10.12,4.9,4.465103197090973,3,4.606172270842929,NGAW2,36.9667,-121.5987,37.709,-121.932,-4.990546237236705
10.12,4.9,4.459797532972339,4,3.0769230769230766,NGAW2,36.9667,-121.5987,37.56,-122.249,-4.7486361347330615
10.12,4.9,4.350019838538795,3,4.606172270842929,NGAW2,36.9667,-121.5987,37.553,-122.091,-4.366879533423741
10.12,4.9,4.220095767527661,3,2.564102564102564,NGAW2,36.9667,-121.5987,37.53,-121.919,-3.982419182516556
10.12,4.9,2.1126345090356,2,2.564102564102564,NGAW2,36.9667,-121.5987,36.973,-121.568,-1.5282497072472718
10.12,4.9,2.2793164660546914,3,2.564102564102564,NGAW2,36.9667,-121.5987,36.987,-121.536,-1.7578045189781029
10.12,4.9,2.6665335208992764,2,2.564102564102564,NGAW2,36.9667,-121.5987,37.026,-121.484,-2.3285841586226628
10.12,4.9,4.481645699702594,3,3.846153846153846,NGAW2,36.9667,-121.5987,37.672,-122.081,-4.623290980358461
10.12,4.9,3.001217203784561,4,4.606172270842929,NGAW2,36.9667,-121.5987,36.891,-121.404,-3.3371535766264175
10.12,4.9,3.1072736482868986,4,6.153846153846153,NGAW2,36.9667,-121.5987,36.851,-121.402,-3.8040622732652274
10.12,4.9,3.130263166511597,4,2.564102564102564,NGAW2,36.9667,-121.5987,36.848,-121.397,-3.0592196140422474
10.12,4.9,3.9744342655495433,3,6.153846153846153,NGAW2,36.9667,-121.5987,37.239,-122.106,-4.643834509954547
10.12,4.9,4.296332571463519,3,3.846153846153846,NGAW2,36.9667,-121.5987,37.456,-122.173,-3.764862845305549
10.12,4.9,4.294287720365875,3,6.153846153846153,NGAW2,36.9667,-121.5987,37.457,-122.169,-4.022345254596708
10.12,4.9,3.032064202801381,3,4.606172270842929,NGAW2,36.9667,-121.5987,37.141,-121.663,-2.902429379728156
10.12,4.9,4.283448621312786,3,6.153846153846153,NGAW2,36.9667,-121.5987,37.418,-122.206,-4.186312493566513
10.12,4.9,3.422958873443668,3,2.564102564102564,NGAW2,36.9667,-121.5987,36.697,-121.634,-4.016589947160181
10.12,4.9,4.686012573832192,3,6.153846153846153,NGAW2,36.9667,-121.5987,37.728,-122.385,-4.95911514544208
10.12,4.9,3.900962058068721,4,2.564102564102564,NGAW2,36.9667,-121.5987,37.329,-121.937,-3.845255875734455
10.12,4.9,3.9150185144079446,4,2.564102564102564,NGAW2,36.9667,-121.5987,37.354,-121.904,-4.331395119213709
10.12,4.9,3.907613296939446,4,6.153846153846153,NGAW2,36.9667,-121.5987,37.35,-121.904,-4.51054023748863
10.12,4.9,2.6748380668960965,3,2.564102564102564,NGAW2,36.9667,-121.5987,36.86,-121.54,-4.059265683867536
10.12,4.9,4.086144365656761,5,2.564102564102564,NGAW2,36.9667,-121.5987,37.42,-121.973,-4.28491516906844
10.12,4.9,3.607398212246053,3,2.564102564102564,NGAW2,36.9667,-121.5987,36.978,-122.021,-3.1279322101025384
10.12,4.9,4.102643365036796,4,4.606172270842929,NGAW2,36.9667,-121.5987,37.402,-122.025,-4.061145016895226
10.12,4.9,4.300274132801623,3,3.0769230769230766,NGAW2,36.9667,-121.5987,37.597,-121.88,-4.418939612697422
10.12,4.9,4.154969184038536,3,4.606172270842929,NGAW2,36.9667,-121.5987,37.515,-121.83,-4.965864482426999
10.12,4.9,4.360292142527875,3,3.0769230769230766,NGAW2,36.9667,-121.5987,37.6,-122.006,-4.610505996137613
10.12,4.9,4.416911036527384,2,6.153846153846153,NGAW2,36.9667,-121.5987,37.468,-122.308,-3.968559495055997
6.3,4.92,4.358758007734528,3,3.571428571428571,NGAW2,34.31,-116.848,33.6022,-116.756,-4.995354049333038
6.3,4.92,3.7672284205249125,3,7.142857142857142,NGAW2,34.31,-116.848,33.9176,-116.7833,-4.9934704072866545
6.3,4.92,3.9243467551169777,3,7.142857142857142,NGAW2,34.31,-116.848,34.058,-117.305,-4.382216252650234
6.3,4.92,3.9433278552565585,3,5.714285714285714,NGAW2,34.31,-116.848,34.235,-117.407,-4.205869371492216
6.3,4.92,3.2398542312533927,3,5.714285714285714,NGAW2,34.31,-116.848,34.088,-116.919,-3.309011714430962
6.3,4.92,3.6609942506244004,3,7.142857142857142,NGAW2,34.31,-116.848,34.136,-117.213,-3.7940875369457916
6.3,4.92,4.43366986782572,4,7.142857142857142,NGAW2,34.31,-116.848,33.7462,-116.2163,-4.848923287573274
6.3,4.92,3.8747364206421295,3,7.142857142857142,NGAW2,34.31,-116.848,34.05,-117.264,-4.350717132791936
6.3,4.92,3.609294974771094,3,5.714285714285714,NGAW2,34.31,-116.848,34.067,-117.117,-4.102864554497381
6.3,4.92,3.455685566946225,3,7.142857142857142,NGAW2,34.31,-116.848,34.079,-117.045,-3.4410854374390003
6.3,4.92,3.6130777406976544,3,7.142857142857142,NGAW2,34.31,-116.848,34.0486,-116.5782,-3.9202099270017805
6.3,4.92,3.908817874479198,3,7.142857142857142,NGAW2,34.31,-116.848,33.9247,-116.5479,-4.363265333683518
6.3,4.92,4.471067201464611,3,4.761904761904762,NGAW2,34.31,-116.848,34.393,-117.805,-5.09370820068878
6.3,4.92,3.836221292011864,3,5.714285714285714,NGAW2,34.31,-116.848,34.106,-117.287,-4.322505680498109
6.3,4.92,3.697095608885277,2,4.761904761904762,NGAW2,34.31,-116.848,34.1663,-117.251,-4.906973765900604
6.3,4.92,3.85798911693566,4,5.714285714285714,NGAW2,34.31,-116.848,34.091,-117.289,-4.272018456152743
6.3,4.92,3.864721732310133,3,4.761904761904762,NGAW2,34.31,-116.848,34.069,-117.275,-4.030681549229962
6.3,4.92,3.8088822465086327,3,5.714285714285714,NGAW2,34.31,-116.848,34.14,-117.294,-4.076637069364556
6.3,4.92,3.77138067562568,3,5.714285714285714,NGAW2,34.31,-116.848,34.165,-117.288,-4.341022128809835
6.3,4.92,3.9400272018377436,3,5.714285714285714,NGAW2,34.31,-116.848,34.103,-117.349,-4.521557243808638
6.3,4.92,3.817492521581913,3,5.714285714285714,NGAW2,34.31,-116.848,34.1229,-117.2879,-4.138085186802414
6.3,4.92,3.8979240810486444,3,7.142857142857142,NGAW2,34.31,-116.848,34.047,-117.277,-3.863249031865972
6.3,4.92,3.883623530906448,3,7.142857142857142,NGAW2,34.31,-116.848,34.205,-117.365,-4.4687904786659685
6.3,4.92,3.659450643423124,3,4.761904761904762,NGAW2,34.31,-116.848,34.1449,-117.2188,-4.147723820193404
6.3,4.92,3.996364153861897,2,7.142857142857142,NGAW2,34.31,-116.848,34.193,-117.427,-5.270756092017822
6.3,4.92,3.481547734315814,2,5.714285714285714,NGAW2,34.31,-116.848,34.1105,-117.099,-3.386641730997984
6.3,4.92,3.481547734315814,3,5.714285714285714,NGAW2,34.31,-116.848,34.1105,-117.099,-4.441133109458906
6.3,4.92,4.085640121591954,3,5.714285714285714,NGAW2,34.31,-116.848,33.9168,-116.3898,-4.732429631316029
6.3,4.92,4.5269924049240675,3,4.761904761904762,NGAW2,34.31,-116.848,34.4435,-117.853,-3.7300906910458576
6.3,4.92,3.65687265797885,3,3.571428571428571,NGAW2,34.31,-116.848,33.99,-116.656,-4.157681245855777
6.3,4.92,4.264368591205649,3,7.142857142857142,NGAW2,34.31,-116.848,34.36,-117.629,-3.393891931563077
6.0,4.9,1.8373699804801074,3,2.0,NGAW2,46.258,12.985,46.221,12.997,-1.4549055911554918
7.0,4.5,2.1377104498038118,3,1.0,NGAW2,46.27,13.03,46.221,12.997,-2.787535389218661
13.0,4.5,2.711377991194885,3,1.6,NGAW2,46.26,13.01,46.1867,13.0694,-4.4022056688022255
9.0,4.7,2.1016921506146558,3,0.8,NGAW2,46.23,13.0,46.221,12.997,-2.4764014814912665
9.0,4.7,2.344686269012681,3,4.0,NGAW2,46.23,13.0,46.1867,13.0694,-4.160760684950845
8.0,4.8,2.468099531471619,3,1.6,NGAW2,46.306,13.146,46.222,13.09,-2.7546488483999196
11.0,4.8,2.4553061800117097,3,1.3333333333333333,NGAW2,41.733,13.901,41.7592,13.9889,-2.207559499135005
2.0,4.7,2.322387720290225,3,8.0,NGAW2,42.933,12.936,43.0294,12.8913,-3.6160796515267446
3.0,4.5,0.9360933591703348,3,4.0,NGAW2,43.025,12.865,43.0294,12.8913,-2.3194210252848677
3.0,4.5,2.278292400425001,3,8.0,NGAW2,43.025,12.865,43.1028,12.8053,-2.6054583697158513
2.0,4.9,3.583796677660784,4,6.666666666666667,NGAW2,42.854,13.0,43.008,12.5906,-5.074359906547382
2.0,4.9,2.9987277825337895,3,8.0,NGAW2,42.854,13.0,43.0294,12.8913,-4.31625462459668
2.0,4.9,3.4704124506836282,3,10.0,NGAW2,42.854,13.0,43.1116,12.7847,-3.9468406662588795
2.0,4.9,1.7613002617433464,3,4.444444444444445,NGAW2,42.854,13.0,42.8862,12.9218,-2.918944765992461
10.0,4.8,2.942331496826876,3,8.0,NGAW2,43.185,12.719,43.3138,12.5896,-3.6848782695397686
10.0,4.8,2.589266665112243,3,2.6666666666666665,NGAW2,43.185,12.719,43.1028,12.8053,-1.8152346681672378
10.0,4.8,2.4948569806411682,3,6.666666666666667,NGAW2,43.185,12.719,43.1116,12.7847,-1.8427132423121184
10.0,4.8,3.6101067729485403,3,4.0,NGAW2,43.185,12.719,42.8862,12.9218,-4.754524851765585
8.3,4.8,3.8983296782961436,2,4.0,NGAW2,31.451,103.955,31.7,104.4,-4.91530402360525
8.3,4.8,4.737513372975805,3,2.3529411764705883,NGAW2,31.451,103.955,32.1,103.0,-5.386702122554675
8.3,4.8,4.11414718951828,3,2.6666666666666665,NGAW2,31.451,103.955,31.6,103.3,-3.941879817070081
8.3,4.8,4.592084946439436,3,1.6,NGAW2,31.451,103.955,31.5,102.9,-5.149882016719908
8.3,4.8,3.9180050771056933,3,2.4242424242424243,NGAW2,31.451,103.955,31.6,103.4,-3.8272256191749343
8.3,4.8,3.21124679770371,3,2.6666666666666665,NGAW2,31.451,103.955,31.6,103.7,-3.8197255411152873
15.2,4.92,3.0349529867072724,2,11.428571428571429,NGAW2,33.5083,-116.5143,33.63838,-116.4011,-1.9717810330348615
15.2,4.92,4.529152699564175,3,7.2727272727272725,NGAW2,33.5083,-116.5143,32.68005,-116.6722,-4.7286827918282075
15.2,4.92,4.309590341409169,4,8.0,NGAW2,33.5083,-116.5143,33.3527,-115.733,-3.766268186697014
15.2,4.92,4.529152699564175,3,3.8095238095238093,NGAW2,33.5083,-116.5143,34.2623,-116.9208,-5.064553768096622
15.2,4.92,4.171768459186905,3,20.0,NGAW2,33.5083,-116.5143,33.921,-116.981,-4.870660200526384
15.2,4.92,4.2531984503199265,3,4.0,NGAW2,33.5083,-116.5143,33.57508,-117.2612,-4.383726478590291
15.2,4.92,4.282620578207235,2,4.444444444444445,NGAW2,33.5083,-116.5143,34.0006,-115.9982,-5.145460151457163
15.2,4.92,4.158414223462046,3,7.2727272727272725,NGAW2,33.5083,-116.5143,34.069,-116.39,-5.111647776167239
15.2,4.92,3.3958497753355603,2,3.0769230769230766,NGAW2,33.5083,-116.5143,33.268,-116.417,-2.5932861179004214
15.2,4.92,4.17315574264639,2,3.6363636363636362,NGAW2,33.5083,-116.5143,33.38822,-117.195,-4.3929816220254265
15.2,4.92,4.602265972840701,4,10.0,NGAW2,33.5083,-116.5143,34.093,-117.317,-5.050899163147511
15.2,4.92,4.660604892876192,3,2.3529411764705883,NGAW2,33.5083,-116.5143,33.876,-117.561,-4.933810095519643
15.2,4.92,3.9378856649538734,3,13.333333333333334,NGAW2,33.5083,-116.5143,33.655,-115.99,-4.28432150686656
15.2,4.92,3.89630004496291,3,2.5,NGAW2,33.5083,-116.5143,33.93597,-116.5779,-4.113545730431066
15.2,4.92,3.9114228253561136,3,3.8095238095238093,NGAW2,33.5083,-116.5143,33.65,-117.009,-3.8776413856702554
15.2,4.92,2.8887037007954675,3,11.428571428571429,NGAW2,33.5083,-116.5143,33.567,-116.631,-1.998700247305589
15.2,4.92,4.232220669556607,2,13.333333333333334,NGAW2,33.5083,-116.5143,32.999,-116.942,-4.063858035110576
15.2,4.92,4.62271536520384,2,16.0,NGAW2,33.5083,-116.5143,32.65915,-116.1006,-4.9728416564232845
15.2,4.92,4.31508522892,2,3.8095238095238093,NGAW2,33.5083,-116.5143,32.891,-116.846,-4.713330617755249
15.2,4.92,4.354655437877749,4,16.0,NGAW2,33.5083,-116.5143,33.11675,-115.8227,-3.586012083761672
15.2,4.92,4.688775769842889,3,3.4782608695652177,NGAW2,33.5083,-116.5143,34.1,-117.439,-5.864760004485758
